discrete_measure,loss,r2,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
tensor(0.9499),tensor(0.3930),tensor(-16722.2656),0.995650053024292,False,,,1,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-15,1677488295,0.995650053024292,6384,DESKTOP-5426U45,127.0.0.1,0.995650053024292,0,1,0.01247715950012207
tensor(0.9497),tensor(0.3888),tensor(-13581.3447),0.7391271591186523,False,,,2,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-16,1677488296,1.7347772121429443,6384,DESKTOP-5426U45,127.0.0.1,1.7347772121429443,0,2,0.01247715950012207
tensor(0.9497),tensor(0.3847),tensor(-10989.7617),0.9916572570800781,False,,,3,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-17,1677488297,2.7264344692230225,6384,DESKTOP-5426U45,127.0.0.1,2.7264344692230225,0,3,0.01247715950012207
tensor(0.9499),tensor(0.3807),tensor(-8815.5781),0.7436189651489258,False,,,4,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-18,1677488298,3.4700534343719482,6384,DESKTOP-5426U45,127.0.0.1,3.4700534343719482,0,4,0.01247715950012207
tensor(0.9504),tensor(0.3768),tensor(-7164.6157),0.6557815074920654,False,,,5,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-18,1677488298,4.125834941864014,6384,DESKTOP-5426U45,127.0.0.1,4.125834941864014,0,5,0.01247715950012207
tensor(0.9507),tensor(0.3729),tensor(-5933.0815),0.5419933795928955,False,,,6,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-19,1677488299,4.667828321456909,6384,DESKTOP-5426U45,127.0.0.1,4.667828321456909,0,6,0.01247715950012207
tensor(0.9507),tensor(0.3690),tensor(-5007.8169),0.7775554656982422,False,,,7,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-20,1677488300,5.445383787155151,6384,DESKTOP-5426U45,127.0.0.1,5.445383787155151,0,7,0.01247715950012207
tensor(0.9519),tensor(0.3651),tensor(-4302.8599),0.9088118076324463,False,,,8,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-21,1677488301,6.354195594787598,6384,DESKTOP-5426U45,127.0.0.1,6.354195594787598,0,8,0.01247715950012207
tensor(0.9522),tensor(0.3613),tensor(-3764.5039),1.0201048851013184,False,,,9,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-22,1677488302,7.374300479888916,6384,DESKTOP-5426U45,127.0.0.1,7.374300479888916,0,9,0.01247715950012207
tensor(0.9532),tensor(0.3575),tensor(-3343.7051),0.5544703006744385,False,,,10,d2b82_00001,78dff30c100644b986d8efda9ae2aae9,2023-02-27_09-58-22,1677488302,7.9287707805633545,6384,DESKTOP-5426U45,127.0.0.1,7.9287707805633545,0,10,0.01247715950012207
